ID;Tipo de Requisitos;Tipo de Maquina;Tipo de Fabricante
203;Condição geral quanto ao estado de conservação;Furadeira de coluna;KONE
175;Pré-aquecer a máquina;Furadeira de coluna;KONE
176;Verificar os níveis de óleo lubrificante;Furadeira de coluna;KONE
177;Limpar filtros (tela) do tanque de fluído refrigerante;Furadeira de coluna;KONE
178;Retirar excessos de cavacos da área de usinagem;Furadeira de coluna;KONE
179;Lubrificar guias e barramento;Furadeira de coluna;KONE
180;Inspecionar raspadores de cavacos;Furadeira de coluna;KONE
181;Verificar vazamentos do sistema de refrigeração;Furadeira de coluna;KONE
182;Limpar visor da porta;Furadeira de coluna;KONE
183;Engraxar placa (consulte o manual da placa);Furadeira de coluna;KONE
184;Lubrificar a manga do cabeçote móvel (acessório);Furadeira de coluna;KONE
185;A fixação (Alinhamento, afrouxamento, trinca);Furadeira de coluna;KONE
186;Os elementos de fixação (solda, parafusos, rebites);Furadeira de coluna;KONE
187;Faz a abertura e fechamento de maneira normal sem travamentos;Furadeira de coluna;KONE
188;Mantém-se na posição aberta ou fechada;Furadeira de coluna;KONE
189;A fixação (Alinhamento, afrouxamento, trinca);Furadeira de coluna;KONE
190;A fixação (Alinhamento, afrouxamento, trinca);Furadeira de coluna;KONE
191;A visibilidade (riscos, trincas);Furadeira de coluna;KONE
192;Estão íntegros;Furadeira de coluna;KONE
193;O correto funcionamento;Furadeira de coluna;KONE
194;A fixação (Alinhamento, afrouxamento, trinca);Furadeira de coluna;KONE
195;Condição geral quanto ao estado de conservação;Furadeira de coluna;KONE
196;A máquina para quando é acionado;Furadeira de coluna;KONE
197;Mantém-se retido quando acionado;Furadeira de coluna;KONE
198;A identificação está visível;Furadeira de coluna;KONE
199;O correto funcionamento;Furadeira de coluna;KONE
200;A identificação está visível;Furadeira de coluna;KONE
201;O correto funcionamento;Furadeira de coluna;KONE
202;Condição geral quanto ao estado de conservação;Furadeira de coluna;KONE
203;Condição geral quanto ao estado de conservação;Furadeira de coluna;KONE
559; Desgaste das correias da esteira;Furadeira Multipla Lidear;F-500 B
560;Verificar desgastes dos trilhos;Furadeira Multipla Lidear;F-500 B
561;Inspecionar qualidade do corte das brocas;Furadeira Multipla Lidear;F-500 B
562;Lubrificar guias e barramento;Furadeira Multipla Lidear;F-500 B
563;Verificar sistema de travamento das guias;Furadeira Multipla Lidear;F-500 B
564;Inspecionar sensores;Furadeira Multipla Lidear;F-500 B
565;Verificar sistema pneumático;Furadeira Multipla Lidear;F-500 B
566;A fixação (Alinhamento, afrouxamento, trinca);Furadeira Multipla Lidear;F-500 B
567;Os elementos de fixação (solda, parafusos, rebites);Furadeira Multipla Lidear;F-500 B
568;Faz a abertura e fechamento de maneira normal sem travamentos na porta de acesso interno do painel de energia;Furadeira Multipla Lidear;F-500 B
569;Mantém-se na posição aberta ou fechada;Furadeira Multipla Lidear;F-500 B
570;A fixação (Alinhamento, afrouxamento, trinca);Furadeira Multipla Lidear;F-500 B
571; A fixação (alinhamento, afrouxamento, trinca e vazamentos de ar);Furadeira Multipla Lidear;F-500 B
572;A visibilidade (riscos, trincas);Furadeira Multipla Lidear;F-500 B
573;Estão íntegros;Furadeira Multipla Lidear;F-500 B
574;O correto funcionamento;Furadeira Multipla Lidear;F-500 B
575;A fixação (Alinhamento, afrouxamento, trinca);Furadeira Multipla Lidear;F-500 B
576;Condição geral quanto ao estado de conservação;Furadeira Multipla Lidear;F-500 B
577;A máquina para quando é acionado.;Furadeira Multipla Lidear;F-500 B
578;Mantém-se retido quando acionado.;Furadeira Multipla Lidear;F-500 B
579;O correto funcionamento;Furadeira Multipla Lidear;F-500 B
580;A identificação está visível.;Furadeira Multipla Lidear;F-500 B
581;O correto funcionamento;Furadeira Multipla Lidear;F-500 B
582;Condição geral quanto ao estado de conservação;Furadeira Multipla Lidear;F-500 B
583;Condição geral quanto a sujeira, rasgo, descolamento.;Furadeira Multipla Lidear;F-500 B
59;Pré-aquecer a máquina;Fresadora Universal;KONE
60;Verificar os níveis de óleo lubrificante;Fresadora Universal;KONE
61;Limpar filtros (tela) do tanque de fluído refrigerante;Fresadora Universal;KONE
62;Retirar excessos de cavacos da área de usinagem;Fresadora Universal;KONE
63;Lubrificar guias e barramento;Fresadora Universal;KONE
64;Inspecionar raspadores de cavacos;Fresadora Universal;KONE
65;Verificar vazamentos do sistema de refrigeração;Fresadora Universal;KONE
66;Limpar visor da porta;Fresadora Universal;KONE
67;Engraxar placa (consulte o manual da placa);Fresadora Universal;KONE
68;Lubrificar a manga do cabeçote móvel (acessório);Fresadora Universal;KONE
69;A fixação (Alinhamento, afrouxamento, trinca);Fresadora Universal;KONE
70;Os elementos de fixação (solda, parafusos, rebites);Fresadora Universal;KONE
71;Faz a abertura e fechamento de maneira normal sem travamentos;Fresadora Universal;KONE
72;Mantém-se na posição aberta ou fechada;Fresadora Universal;KONE
73;A fixação (Alinhamento, afrouxamento, trinca);Fresadora Universal;KONE
74;A fixação (Alinhamento, afrouxamento, trinca);Fresadora Universal;KONE
75;A visibilidade (riscos, trincas);Fresadora Universal;KONE
76;Estão íntegros;Fresadora Universal;KONE
77;O correto funcionamento;Fresadora Universal;KONE
78;A fixação (Alinhamento, afrouxamento, trinca);Fresadora Universal;KONE
79;Condição geral quanto ao estado de conservação;Fresadora Universal;KONE
80;A máquina para quando é acionado;Fresadora Universal;KONE
81;Mantém-se retido quando acionado;Fresadora Universal;KONE
82;A identificação está visível;Fresadora Universal;KONE
83;O correto funcionamento;Fresadora Universal;KONE
84;A identificação está visível;Fresadora Universal;KONE
85;O correto funcionamento;Fresadora Universal;KONE
86;Condição geral quanto ao estado de conservação;Fresadora Universal;KONE
87;Condição geral quanto ao estado de conservação;Fresadora Universal;KONE
59;Pré-aquecer a máquina;Fresadora Universal;KONE
60;Verificar os níveis de óleo lubrificante;Fresadora Universal;KONE
61;Limpar filtros (tela) do tanque de fluído refrigerante;Fresadora Universal;KONE
62;Retirar excessos de cavacos da área de usinagem;Fresadora Universal;KONE
63;Lubrificar guias e barramento;Fresadora Universal;KONE
64;Inspecionar raspadores de cavacos;Fresadora Universal;KONE
65;Verificar vazamentos do sistema de refrigeração;Fresadora Universal;KONE
66;Limpar visor da porta;Fresadora Universal;KONE
67;Engraxar placa (consulte o manual da placa);Fresadora Universal;KONE
68;Lubrificar a manga do cabeçote móvel (acessório);Fresadora Universal;KONE
69;A fixação (Alinhamento, afrouxamento, trinca);Fresadora Universal;KONE
70;Os elementos de fixação (solda, parafusos, rebites);Fresadora Universal;KONE
71;Faz a abertura e fechamento de maneira normal sem travamentos;Fresadora Universal;KONE
72;Mantém-se na posição aberta ou fechada;Fresadora Universal;KONE
73;A fixação (Alinhamento, afrouxamento, trinca);Fresadora Universal;KONE
74;A fixação (Alinhamento, afrouxamento, trinca);Fresadora Universal;KONE
75;A visibilidade (riscos, trincas);Fresadora Universal;KONE
76;Estão íntegros;Fresadora Universal;KONE
77;O correto funcionamento;Fresadora Universal;KONE
78;A fixação (Alinhamento, afrouxamento, trinca);Fresadora Universal;KONE
79;Condição geral quanto ao estado de conservação;Fresadora Universal;KONE
80;A máquina para quando é acionado;Fresadora Universal;KONE
81;Mantém-se retido quando acionado;Fresadora Universal;KONE
82;A identificação está visível;Fresadora Universal;KONE
83;O correto funcionamento;Fresadora Universal;KONE
84;A identificação está visível;Fresadora Universal;KONE
85;O correto funcionamento;Fresadora Universal;KONE
86;Condição geral quanto ao estado de conservação;Fresadora Universal;KONE
87;Condição geral quanto ao estado de conservação;Fresadora Universal;KONE
59;Pré-aquecer a máquina;Fresadora Universal;KONE
60;Verificar os níveis de óleo lubrificante;Fresadora Universal;KONE
61;Limpar filtros (tela) do tanque de fluído refrigerante;Fresadora Universal;KONE
62;Retirar excessos de cavacos da área de usinagem;Fresadora Universal;KONE
63;Lubrificar guias e barramento;Fresadora Universal;KONE
64;Inspecionar raspadores de cavacos;Fresadora Universal;KONE
65;Verificar vazamentos do sistema de refrigeração;Fresadora Universal;KONE
66;Limpar visor da porta;Fresadora Universal;KONE
67;Engraxar placa (consulte o manual da placa);Fresadora Universal;KONE
68;Lubrificar a manga do cabeçote móvel (acessório);Fresadora Universal;KONE
69;A fixação (Alinhamento, afrouxamento, trinca);Fresadora Universal;KONE
70;Os elementos de fixação (solda, parafusos, rebites);Fresadora Universal;KONE
71;Faz a abertura e fechamento de maneira normal sem travamentos;Fresadora Universal;KONE
72;Mantém-se na posição aberta ou fechada;Fresadora Universal;KONE
73;A fixação (Alinhamento, afrouxamento, trinca);Fresadora Universal;KONE
74;A fixação (Alinhamento, afrouxamento, trinca);Fresadora Universal;KONE
75;A visibilidade (riscos, trincas);Fresadora Universal;KONE
76;Estão íntegros;Fresadora Universal;KONE
77;O correto funcionamento;Fresadora Universal;KONE
78;A fixação (Alinhamento, afrouxamento, trinca);Fresadora Universal;KONE
79;Condição geral quanto ao estado de conservação;Fresadora Universal;KONE
80;A máquina para quando é acionado;Fresadora Universal;KONE
81;Mantém-se retido quando acionado;Fresadora Universal;KONE
82;A identificação está visível;Fresadora Universal;KONE
83;O correto funcionamento;Fresadora Universal;KONE
84;A identificação está visível;Fresadora Universal;KONE
85;O correto funcionamento;Fresadora Universal;KONE
86;Condição geral quanto ao estado de conservação;Fresadora Universal;KONE
87;Condição geral quanto ao estado de conservação;Fresadora Universal;KONE
88;Pré-aquecer a máquina;Fresadora Universal;KONE
89;Verificar os níveis de óleo lubrificante;Fresadora Universal;KONE
90;Limpar filtros (tela) do tanque de fluído refrigerante;Fresadora Universal;KONE
91;Retirar excessos de cavacos da área de usinagem;Fresadora Universal;KONE
92;Lubrificar guias e barramento;Fresadora Universal;KONE
93;Inspecionar raspadores de cavacos;Fresadora Universal;KONE
94;Verificar vazamentos do sistema de refrigeração;Fresadora Universal;KONE
95;Limpar visor da porta;Fresadora Universal;KONE
96;Engraxar placa (consulte o manual da placa);Fresadora Universal;KONE
97;Lubrificar a manga do cabeçote móvel (acessório);Fresadora Universal;KONE
98;A fixação (Alinhamento, afrouxamento, trinca);Fresadora Universal;KONE
99;Os elementos de fixação (solda, parafusos, rebites);Fresadora Universal;KONE
100;Faz a abertura e fechamento de maneira normal sem travamentos;Fresadora Universal;KONE
101;Mantém-se na posição aberta ou fechada;Fresadora Universal;KONE
102;A fixação (Alinhamento, afrouxamento, trinca);Fresadora Universal;KONE
103;A fixação (Alinhamento, afrouxamento, trinca);Fresadora Universal;KONE
104;A visibilidade (riscos, trincas);Fresadora Universal;KONE
105;Estão íntegros;Fresadora Universal;KONE
106;O correto funcionamento;Fresadora Universal;KONE
107;A fixação (Alinhamento, afrouxamento, trinca);Fresadora Universal;KONE
108;Condição geral quanto ao estado de conservação;Fresadora Universal;KONE
109;A máquina para quando é acionado;Fresadora Universal;KONE
110;Mantém-se retido quando acionado;Fresadora Universal;KONE
111;A identificação está visível;Fresadora Universal;KONE
112;O correto funcionamento;Fresadora Universal;KONE
113;A identificação está visível;Fresadora Universal;KONE
114;O correto funcionamento;Fresadora Universal;KONE
115;Condição geral quanto ao estado de conservação;Fresadora Universal;KONE
116;Condição geral quanto ao estado de conservação;Fresadora Universal;KONE
88;Pré-aquecer a máquina;Fresadora Universal;KONE
89;Verificar os níveis de óleo lubrificante;Fresadora Universal;KONE
90;Limpar filtros (tela) do tanque de fluído refrigerante;Fresadora Universal;KONE
91;Retirar excessos de cavacos da área de usinagem;Fresadora Universal;KONE
92;Lubrificar guias e barramento;Fresadora Universal;KONE
93;Inspecionar raspadores de cavacos;Fresadora Universal;KONE
94;Verificar vazamentos do sistema de refrigeração;Fresadora Universal;KONE
95;Limpar visor da porta;Fresadora Universal;KONE
96;Engraxar placa (consulte o manual da placa);Fresadora Universal;KONE
97;Lubrificar a manga do cabeçote móvel (acessório);Fresadora Universal;KONE
98;A fixação (Alinhamento, afrouxamento, trinca);Fresadora Universal;KONE
99;Os elementos de fixação (solda, parafusos, rebites);Fresadora Universal;KONE
100;Faz a abertura e fechamento de maneira normal sem travamentos;Fresadora Universal;KONE
101;Mantém-se na posição aberta ou fechada;Fresadora Universal;KONE
102;A fixação (Alinhamento, afrouxamento, trinca);Fresadora Universal;KONE
103;A fixação (Alinhamento, afrouxamento, trinca);Fresadora Universal;KONE
104;A visibilidade (riscos, trincas);Fresadora Universal;KONE
105;Estão íntegros;Fresadora Universal;KONE
106;O correto funcionamento;Fresadora Universal;KONE
107;A fixação (Alinhamento, afrouxamento, trinca);Fresadora Universal;KONE
108;Condição geral quanto ao estado de conservação;Fresadora Universal;KONE
109;A máquina para quando é acionado;Fresadora Universal;KONE
110;Mantém-se retido quando acionado;Fresadora Universal;KONE
111;A identificação está visível;Fresadora Universal;KONE
112;O correto funcionamento;Fresadora Universal;KONE
113;A identificação está visível;Fresadora Universal;KONE
114;O correto funcionamento;Fresadora Universal;KONE
115;Condição geral quanto ao estado de conservação;Fresadora Universal;KONE
116;Condição geral quanto ao estado de conservação;Fresadora Universal;KONE
30;Pré-aquecer a máquina;Torno Mecânico Universal;ROMI
31;Verificar os níveis de óleo lubrificante;Torno Mecânico Universal;ROMI
32;Limpar filtros (tela) do tanque de fluído refrigerante;Torno Mecânico Universal;ROMI
33;Retirar excessos de cavacos da área de usinagem;Torno Mecânico Universal;ROMI
34;Lubrificar guias e barramento;Torno Mecânico Universal;ROMI
35;Inspecionar raspadores de cavacos;Torno Mecânico Universal;ROMI
36;Verificar vazamentos do sistema de refrigeração;Torno Mecânico Universal;ROMI
37;Limpar visor da porta;Torno Mecânico Universal;ROMI
38;Engraxar placa (consulte o manual da placa);Torno Mecânico Universal;ROMI
39;Lubrificar a manga do cabeçote móvel (acessório);Torno Mecânico Universal;ROMI
40;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
41;Os elementos de fixação (solda, parafusos, rebites);Torno Mecânico Universal;ROMI
42;Faz a abertura e fechamento de maneira normal sem travamentos;Torno Mecânico Universal;ROMI
43;Mantém-se na posição aberta ou fechada;Torno Mecânico Universal;ROMI
44;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
45;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
46;A visibilidade (riscos, trincas);Torno Mecânico Universal;ROMI
47;Estão íntegros;Torno Mecânico Universal;ROMI
48;O correto funcionamento;Torno Mecânico Universal;ROMI
49;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
50;Condição geral quanto ao estado de conservação;Torno Mecânico Universal;ROMI
51;A máquina para quando é acionado;Torno Mecânico Universal;ROMI
52;Mantém-se retido quando acionado;Torno Mecânico Universal;ROMI
53;A identificação está visível;Torno Mecânico Universal;ROMI
54;O correto funcionamento;Torno Mecânico Universal;ROMI
55;A identificação está visível;Torno Mecânico Universal;ROMI
56;O correto funcionamento;Torno Mecânico Universal;ROMI
57;Condição geral quanto ao estado de conservação;Torno Mecânico Universal;ROMI
58;Condição geral quanto ao estado de conservação;Torno Mecânico Universal;ROMI
30;Pré-aquecer a máquina;Torno Mecânico Universal;ROMI
31;Verificar os níveis de óleo lubrificante;Torno Mecânico Universal;ROMI
32;Limpar filtros (tela) do tanque de fluído refrigerante;Torno Mecânico Universal;ROMI
33;Retirar excessos de cavacos da área de usinagem;Torno Mecânico Universal;ROMI
34;Lubrificar guias e barramento;Torno Mecânico Universal;ROMI
35;Inspecionar raspadores de cavacos;Torno Mecânico Universal;ROMI
36;Verificar vazamentos do sistema de refrigeração;Torno Mecânico Universal;ROMI
37;Limpar visor da porta;Torno Mecânico Universal;ROMI
38;Engraxar placa (consulte o manual da placa);Torno Mecânico Universal;ROMI
39;Lubrificar a manga do cabeçote móvel (acessório);Torno Mecânico Universal;ROMI
40;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
41;Os elementos de fixação (solda, parafusos, rebites);Torno Mecânico Universal;ROMI
42;Faz a abertura e fechamento de maneira normal sem travamentos;Torno Mecânico Universal;ROMI
43;Mantém-se na posição aberta ou fechada;Torno Mecânico Universal;ROMI
44;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
45;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
46;A visibilidade (riscos, trincas);Torno Mecânico Universal;ROMI
47;Estão íntegros;Torno Mecânico Universal;ROMI
48;O correto funcionamento;Torno Mecânico Universal;ROMI
49;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
50;Condição geral quanto ao estado de conservação;Torno Mecânico Universal;ROMI
51;A máquina para quando é acionado;Torno Mecânico Universal;ROMI
52;Mantém-se retido quando acionado;Torno Mecânico Universal;ROMI
53;A identificação está visível;Torno Mecânico Universal;ROMI
54;O correto funcionamento;Torno Mecânico Universal;ROMI
55;A identificação está visível;Torno Mecânico Universal;ROMI
56;O correto funcionamento;Torno Mecânico Universal;ROMI
57;Condição geral quanto ao estado de conservação;Torno Mecânico Universal;ROMI
58;Condição geral quanto ao estado de conservação;Torno Mecânico Universal;ROMI
30;Pré-aquecer a máquina;Torno Mecânico Universal;ROMI
31;Verificar os níveis de óleo lubrificante;Torno Mecânico Universal;ROMI
32;Limpar filtros (tela) do tanque de fluído refrigerante;Torno Mecânico Universal;ROMI
33;Retirar excessos de cavacos da área de usinagem;Torno Mecânico Universal;ROMI
34;Lubrificar guias e barramento;Torno Mecânico Universal;ROMI
35;Inspecionar raspadores de cavacos;Torno Mecânico Universal;ROMI
36;Verificar vazamentos do sistema de refrigeração;Torno Mecânico Universal;ROMI
37;Limpar visor da porta;Torno Mecânico Universal;ROMI
38;Engraxar placa (consulte o manual da placa);Torno Mecânico Universal;ROMI
39;Lubrificar a manga do cabeçote móvel (acessório);Torno Mecânico Universal;ROMI
40;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
41;Os elementos de fixação (solda, parafusos, rebites);Torno Mecânico Universal;ROMI
42;Faz a abertura e fechamento de maneira normal sem travamentos;Torno Mecânico Universal;ROMI
43;Mantém-se na posição aberta ou fechada;Torno Mecânico Universal;ROMI
44;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
45;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
46;A visibilidade (riscos, trincas);Torno Mecânico Universal;ROMI
47;Estão íntegros;Torno Mecânico Universal;ROMI
48;O correto funcionamento;Torno Mecânico Universal;ROMI
49;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
50;Condição geral quanto ao estado de conservação;Torno Mecânico Universal;ROMI
51;A máquina para quando é acionado;Torno Mecânico Universal;ROMI
52;Mantém-se retido quando acionado;Torno Mecânico Universal;ROMI
53;A identificação está visível;Torno Mecânico Universal;ROMI
54;O correto funcionamento;Torno Mecânico Universal;ROMI
55;A identificação está visível;Torno Mecânico Universal;ROMI
56;O correto funcionamento;Torno Mecânico Universal;ROMI
57;Condição geral quanto ao estado de conservação;Torno Mecânico Universal;ROMI
58;Condição geral quanto ao estado de conservação;Torno Mecânico Universal;ROMI
30;Pré-aquecer a máquina;Torno Mecânico Universal;ROMI
31;Verificar os níveis de óleo lubrificante;Torno Mecânico Universal;ROMI
32;Limpar filtros (tela) do tanque de fluído refrigerante;Torno Mecânico Universal;ROMI
33;Retirar excessos de cavacos da área de usinagem;Torno Mecânico Universal;ROMI
34;Lubrificar guias e barramento;Torno Mecânico Universal;ROMI
35;Inspecionar raspadores de cavacos;Torno Mecânico Universal;ROMI
36;Verificar vazamentos do sistema de refrigeração;Torno Mecânico Universal;ROMI
37;Limpar visor da porta;Torno Mecânico Universal;ROMI
38;Engraxar placa (consulte o manual da placa);Torno Mecânico Universal;ROMI
39;Lubrificar a manga do cabeçote móvel (acessório);Torno Mecânico Universal;ROMI
40;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
41;Os elementos de fixação (solda, parafusos, rebites);Torno Mecânico Universal;ROMI
42;Faz a abertura e fechamento de maneira normal sem travamentos;Torno Mecânico Universal;ROMI
43;Mantém-se na posição aberta ou fechada;Torno Mecânico Universal;ROMI
44;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
45;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
46;A visibilidade (riscos, trincas);Torno Mecânico Universal;ROMI
47;Estão íntegros;Torno Mecânico Universal;ROMI
48;O correto funcionamento;Torno Mecânico Universal;ROMI
49;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
50;Condição geral quanto ao estado de conservação;Torno Mecânico Universal;ROMI
51;A máquina para quando é acionado;Torno Mecânico Universal;ROMI
52;Mantém-se retido quando acionado;Torno Mecânico Universal;ROMI
53;A identificação está visível;Torno Mecânico Universal;ROMI
54;O correto funcionamento;Torno Mecânico Universal;ROMI
55;A identificação está visível;Torno Mecânico Universal;ROMI
56;O correto funcionamento;Torno Mecânico Universal;ROMI
57;Condição geral quanto ao estado de conservação;Torno Mecânico Universal;ROMI
58;Condição geral quanto ao estado de conservação;Torno Mecânico Universal;ROMI
30;Pré-aquecer a máquina;Torno Mecânico Universal;ROMI
31;Verificar os níveis de óleo lubrificante;Torno Mecânico Universal;ROMI
32;Limpar filtros (tela) do tanque de fluído refrigerante;Torno Mecânico Universal;ROMI
33;Retirar excessos de cavacos da área de usinagem;Torno Mecânico Universal;ROMI
34;Lubrificar guias e barramento;Torno Mecânico Universal;ROMI
35;Inspecionar raspadores de cavacos;Torno Mecânico Universal;ROMI
36;Verificar vazamentos do sistema de refrigeração;Torno Mecânico Universal;ROMI
37;Limpar visor da porta;Torno Mecânico Universal;ROMI
38;Engraxar placa (consulte o manual da placa);Torno Mecânico Universal;ROMI
39;Lubrificar a manga do cabeçote móvel (acessório);Torno Mecânico Universal;ROMI
40;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
41;Os elementos de fixação (solda, parafusos, rebites);Torno Mecânico Universal;ROMI
42;Faz a abertura e fechamento de maneira normal sem travamentos;Torno Mecânico Universal;ROMI
43;Mantém-se na posição aberta ou fechada;Torno Mecânico Universal;ROMI
44;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
45;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
46;A visibilidade (riscos, trincas);Torno Mecânico Universal;ROMI
47;Estão íntegros;Torno Mecânico Universal;ROMI
48;O correto funcionamento;Torno Mecânico Universal;ROMI
49;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
50;Condição geral quanto ao estado de conservação;Torno Mecânico Universal;ROMI
51;A máquina para quando é acionado;Torno Mecânico Universal;ROMI
52;Mantém-se retido quando acionado;Torno Mecânico Universal;ROMI
53;A identificação está visível;Torno Mecânico Universal;ROMI
54;O correto funcionamento;Torno Mecânico Universal;ROMI
55;A identificação está visível;Torno Mecânico Universal;ROMI
56;O correto funcionamento;Torno Mecânico Universal;ROMI
57;Condição geral quanto ao estado de conservação;Torno Mecânico Universal;ROMI
58;Condição geral quanto ao estado de conservação;Torno Mecânico Universal;ROMI
30;Pré-aquecer a máquina;Torno Mecânico Universal;ROMI
31;Verificar os níveis de óleo lubrificante;Torno Mecânico Universal;ROMI
32;Limpar filtros (tela) do tanque de fluído refrigerante;Torno Mecânico Universal;ROMI
33;Retirar excessos de cavacos da área de usinagem;Torno Mecânico Universal;ROMI
34;Lubrificar guias e barramento;Torno Mecânico Universal;ROMI
35;Inspecionar raspadores de cavacos;Torno Mecânico Universal;ROMI
36;Verificar vazamentos do sistema de refrigeração;Torno Mecânico Universal;ROMI
37;Limpar visor da porta;Torno Mecânico Universal;ROMI
38;Engraxar placa (consulte o manual da placa);Torno Mecânico Universal;ROMI
39;Lubrificar a manga do cabeçote móvel (acessório);Torno Mecânico Universal;ROMI
40;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
41;Os elementos de fixação (solda, parafusos, rebites);Torno Mecânico Universal;ROMI
42;Faz a abertura e fechamento de maneira normal sem travamentos;Torno Mecânico Universal;ROMI
43;Mantém-se na posição aberta ou fechada;Torno Mecânico Universal;ROMI
44;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
45;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
46;A visibilidade (riscos, trincas);Torno Mecânico Universal;ROMI
47;Estão íntegros;Torno Mecânico Universal;ROMI
48;O correto funcionamento;Torno Mecânico Universal;ROMI
49;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
50;Condição geral quanto ao estado de conservação;Torno Mecânico Universal;ROMI
51;A máquina para quando é acionado;Torno Mecânico Universal;ROMI
52;Mantém-se retido quando acionado;Torno Mecânico Universal;ROMI
53;A identificação está visível;Torno Mecânico Universal;ROMI
54;O correto funcionamento;Torno Mecânico Universal;ROMI
55;A identificação está visível;Torno Mecânico Universal;ROMI
56;O correto funcionamento;Torno Mecânico Universal;ROMI
57;Condição geral quanto ao estado de conservação;Torno Mecânico Universal;ROMI
58;Condição geral quanto ao estado de conservação;Torno Mecânico Universal;ROMI
30;Pré-aquecer a máquina;Torno Mecânico Universal;ROMI
31;Verificar os níveis de óleo lubrificante;Torno Mecânico Universal;ROMI
32;Limpar filtros (tela) do tanque de fluído refrigerante;Torno Mecânico Universal;ROMI
33;Retirar excessos de cavacos da área de usinagem;Torno Mecânico Universal;ROMI
34;Lubrificar guias e barramento;Torno Mecânico Universal;ROMI
35;Inspecionar raspadores de cavacos;Torno Mecânico Universal;ROMI
36;Verificar vazamentos do sistema de refrigeração;Torno Mecânico Universal;ROMI
37;Limpar visor da porta;Torno Mecânico Universal;ROMI
38;Engraxar placa (consulte o manual da placa);Torno Mecânico Universal;ROMI
39;Lubrificar a manga do cabeçote móvel (acessório);Torno Mecânico Universal;ROMI
40;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
41;Os elementos de fixação (solda, parafusos, rebites);Torno Mecânico Universal;ROMI
42;Faz a abertura e fechamento de maneira normal sem travamentos;Torno Mecânico Universal;ROMI
43;Mantém-se na posição aberta ou fechada;Torno Mecânico Universal;ROMI
44;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
45;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
46;A visibilidade (riscos, trincas);Torno Mecânico Universal;ROMI
47;Estão íntegros;Torno Mecânico Universal;ROMI
48;O correto funcionamento;Torno Mecânico Universal;ROMI
49;A fixação (Alinhamento, afrouxamento, trinca);Torno Mecânico Universal;ROMI
50;Condição geral quanto ao estado de conservação;Torno Mecânico Universal;ROMI
51;A máquina para quando é acionado;Torno Mecânico Universal;ROMI
52;Mantém-se retido quando acionado;Torno Mecânico Universal;ROMI
53;A identificação está visível;Torno Mecânico Universal;ROMI
54;O correto funcionamento;Torno Mecânico Universal;ROMI
55;A identificação está visível;Torno Mecânico Universal;ROMI
56;O correto funcionamento;Torno Mecânico Universal;ROMI
57;Condição geral quanto ao estado de conservação;Torno Mecânico Universal;ROMI
58;Condição geral quanto ao estado de conservação;Torno Mecânico Universal;ROMI
30;Pré-aquecer a máquina;Torno Mecânico Universal;ROMI
31;Verificar os níveis de óleo lubrificante;Torno Mecânico Universal;ROMI
32;Limpar filtros (tela) do tanque de fluído refrigerante;Torno Mecânico Universal;ROMI
33;Retirar excessos de cavacos da área de usinagem;Torno Mecânico Universal;ROMI
34;Lubrificar guias e barramento;Torno Mecânico Universal;ROMI
35;Inspecionar raspadores de cavacos;Torno Mecânico Universal;ROMI
36;Verificar vazamentos do sistema de refrigeração;Torno Mecânico Universal;ROMI
